source,_nfc,_iv,_mfi,_ofi,_icpf,_govt,_hh,_row
iv,0,0,0,0,0,0,0,0
ofi,0.21,0,0,0.03,0,0,0.04,0.08
nfc,1.54,0,0,0.09,0,0.01,0.13,1.23
mfi,2.09,0,0,0.17,0,0.05,0.8,0.54
icpf,0.01,0,0,0.02,0,0,0,0.02
govt,1.24,0,0,0.29,0,0.01,0.01,0
hh,0.25,0,0,0.04,0,0,0,0
row,1.26,0,0,0.32,0,1.07,0,0
