source,_nfc,_iv,_mfi,_ofi,_icpf,_govt,_hh,_row
iv,11.69,9.23,10.35,3.38,0,43.33,0,175.69
ofi,113.74,0,9.58,1.61,0,1.21,6.45,30.12
nfc,361.48,33.28,24.55,35.48,0.17,3.36,0,176.17
mfi,496.55,1.21,158.89,221.56,3.83,506.23,697.32,295.45
icpf,8.74,12.5,19.68,12.01,0.42,155.73,1.01,165.4
govt,20.59,0.15,7.23,2.49,0,231.94,4.61,34.77
hh,66.88,232.73,69.96,0,0,1.45,0,102.12
row,535.88,4.41,264.04,145.81,1.91,562.16,0,0
