source,_nfc,_iv,_mfi,_ofi,_icpf,_govt,_hh,_row
iv,154.58,0,28.3,8.33,0.54,0,0,234.34
ofi,25.27,0,4.01,4.06,0.1,0,0,46.11
nfc,489.56,0,6.83,5,7.09,0,0,63.86
mfi,42.38,0,47.07,11.25,6.76,0,0,73.06
icpf,48.72,0,3.98,11.39,0.92,0,0,48.93
govt,103.76,0,1.87,1.94,0,0,0,5.34
hh,207.36,0,21.31,7.16,0.48,0,0,35.98
row,661.06,0,80.81,32,4.28,0,0,0
