Node,Sector,time,Assets,Liabilities
iv,Non-banks,2013-Q4,0.24,0.24
nfc,Real economy,2013-Q4,30.99,59.75
mfi,Banks,2013-Q4,30.02,29.78
ofi,Non-banks,2013-Q4,3.63,3.24
icpf,Non-banks,2013-Q4,2.51,2.56
hh,Real economy,2013-Q4,30.23,9.49
govt,Real economy,2013-Q4,11.71,20.72
row,row,2013-Q4,5000,5000
