source,_iv,_mfi,_hh,_row
iv,26.17,0,0,30.63
ofi,14.77,0,0,1.71
nfc,9.04,0.01,0,1.58
mfi,7.57,0,0,8.91
icpf,45.81,0,0,9.5
govt,9.18,0,0,0.35
hh,43.94,0.03,0,15.46
row,19.97,0.02,0,0
