source,_iv,_mfi,_hh,_row
iv,22.76,0.02,0,20.57
ofi,10.67,0.01,0,1.16
nfc,9.24,0.02,0,0.93
mfi,7.91,0,0,6.28
icpf,41.99,0.01,0,7.37
govt,7.77,0,0,0.29
hh,37.49,0.07,0,9.86
row,18.31,0.04,0,0
