source,_iv,_mfi,_hh,_row
iv,23.19,0.02,0,21.2
ofi,11.35,0.01,0,1.18
nfc,9.47,0.02,0,1
mfi,7.99,0,0,6.45
icpf,42.7,0.01,0,7.46
govt,8.08,0,0,0.29
hh,38.5,0.07,0,10.26
row,18.75,0.03,0,0
