source,_iv,_mfi,_hh,_row
iv,20.92,0.04,0,19.16
ofi,9.74,0.01,0,1.11
nfc,8.88,0.02,0,0.88
mfi,7.71,0.02,0,5.9
icpf,41.23,0.01,0,7
govt,7.4,0,0,0.2
hh,35.56,0.08,0,9.03
row,17.77,0.04,0,0
