source,_iv,_mfi,_hh,_row
iv,26.31,0,0,31.15
ofi,15.14,0,0,1.78
nfc,9.05,0.01,0,2.4
mfi,7.61,0,0,8.76
icpf,46.14,0,0,9.49
govt,9.23,0,0,0.36
hh,43.96,0.03,0,15.86
row,19.9,0.02,0,0
