source,_iv,_mfi,_hh,_row
iv,21.39,0.02,0,19.38
ofi,10.06,0.01,0,1.1
nfc,9,0.02,0,0.77
mfi,7.78,0,0,6.13
icpf,41.19,0.01,0,7.38
govt,7.56,0,0,0.25
hh,36.19,0.07,0,9.33
row,17.63,0.05,0,0
