source,_iv,_mfi,_hh,_row
iv,23.85,0.02,0,21.57
ofi,11.64,0.01,0,1.21
nfc,9.36,0.02,0,1.11
mfi,8,0,0,6.72
icpf,43.21,0.01,0,7.94
govt,8.24,0,0,0.31
hh,39.45,0.07,0,10.6
row,18.43,0.03,0,0
