source,_iv,_mfi,_hh,_row
iv,25.89,0.01,0,27.63
ofi,14.13,0,0,1.44
nfc,8.83,0.01,0,1.31
mfi,7.58,0,0,7.27
icpf,45.3,0,0,9.16
govt,8.98,0,0,0.34
hh,42.47,0.04,0,14
row,20,0.02,0,0
