source,_iv,_mfi,_hh,_row
iv,0.03,0,0,0.15
ofi,0.03,0,0,0.06
nfc,0.14,0,0,0.11
mfi,0,0,0,0.2
icpf,0.16,0,0,2.42
govt,0.06,0,0,0
hh,0.05,0,0,0.18
row,0.4,0,0,0
