source,_iv,_mfi,_hh,_row
iv,0.01,0,0,0.13
ofi,0.02,0,0,0.06
nfc,0.11,0,0,0.11
mfi,0,0,0,0.09
icpf,0.16,0,0,1.75
govt,0.05,0,0,0
hh,0.05,0,0,0.16
row,0.27,0,0,0
