source,_iv,_mfi,_hh,_row
iv,0.01,0,0,0.12
ofi,0.03,0,0,0.06
nfc,0.12,0,0,0.11
mfi,0,0,0,0.1
icpf,0.16,0,0,1.96
govt,0.05,0,0,0
hh,0.05,0,0,0.16
row,0.3,0,0,0
