Node,Sector,time,Assets,Liabilities
iv,Non-banks,2015-Q2,0.61,0.61
nfc,Real economy,2015-Q2,35.62,64.9
mfi,Banks,2015-Q2,28,27.96
ofi,Non-banks,2015-Q2,7.78,7.33
icpf,Non-banks,2015-Q2,3.63,3.62
hh,Real economy,2015-Q2,23.19,8.94
govt,Real economy,2015-Q2,9.77,3.84
row,row,2015-Q2,5000,5000
