source,_iv,_mfi,_hh,_row
iv,0,0,0,0.13
ofi,0.01,0,0,0.12
nfc,0.04,0,0,0.11
mfi,0,0,0,0.04
icpf,0.14,0,0,1.21
govt,0.03,0,0,0
hh,0.06,0,0,0.12
row,0.3,0,0,0
