source,_nfc,_iv,_mfi,_ofi,_icpf,_govt,_hh,_row
iv,2.07,0,0,0.34,0,0,0,0
ofi,19.46,0,0,11.05,0.34,0.21,9.89,25.18
nfc,24.71,0,0,8.57,0,1.74,7.09,2.53
mfi,60.05,1.32,0,4.62,0,7.78,112.66,5.21
icpf,0,0,0,0,0,0,0.11,0.03
govt,1.09,0.03,0,0.42,0,27.76,0.06,3.12
hh,15.87,0,0,0,0,0,0,0.02
row,23.96,0.05,19.88,13.28,0.04,77.65,0,0
