Node,Sector,time,Assets,Liabilities
iv,Non-banks,2015-Q4,5.59,5.97
nfc,Real economy,2015-Q4,71.13,119.76
mfi,Banks,2015-Q4,88.28,90.36
ofi,Non-banks,2015-Q4,6.21,5.84
icpf,Non-banks,2015-Q4,14.57,14.62
hh,Real economy,2015-Q4,61.01,30.27
govt,Real economy,2015-Q4,39.24,67.41
row,row,2015-Q4,5000,5000
