source,_iv,_mfi,_hh,_row
iv,24.18,2.8,0,51.82
ofi,2.95,0,0,26.38
nfc,1.25,0,0,0.88
mfi,0.81,0,0,4.19
icpf,601.45,3.23,0,93.81
govt,0.81,0,0,0
hh,25.3,0.01,0,37.59
row,14.25,0.87,0,0
