source,_iv,_mfi,_hh,_row
iv,37.98,1.02,0,96.81
ofi,3.46,0,0,20.2
nfc,2.11,0,0,8.71
mfi,0.54,0.02,0,2.69
icpf,748.84,3.51,0,91.57
govt,0.43,0,0,0
hh,35.18,0.01,0,44.16
row,10.58,1.61,0,0
