source,_iv,_mfi,_hh,_row
iv,27.72,4.57,0,66.84
ofi,3.13,0,0,30.13
nfc,1.5,0,0,1.16
mfi,0.96,0,0,5.95
icpf,641.07,2.99,0,100.52
govt,0.71,0,0,0
hh,26.84,0.01,0,40.3
row,15.25,1.03,0,0
