source,_iv,_mfi,_hh,_row
iv,35.46,0.99,0,93.45
ofi,3.24,0,0,20.07
nfc,2.09,0,0,8.77
mfi,0.48,0.02,0,2.4
icpf,731.42,3.89,0,94.7
govt,0.49,0,0,0
hh,33.45,0.01,0,43.55
row,9.55,1.8,0,0
