source,_iv,_mfi,_hh,_row
iv,26.18,5.34,0,77.99
ofi,2.8,0,0,19.49
nfc,1.63,0,0,5.96
mfi,0.59,0,0,6.54
icpf,660.58,2.88,0,90.13
govt,0.63,0,0,0
hh,30.76,0.01,0,43.74
row,10.14,1.66,0,0
