source,_iv,_mfi,_hh,_row
iv,26.14,4.08,0,78.54
ofi,2.58,0,0,19.75
nfc,1.6,0,0,5.76
mfi,0.56,0,0,5.43
icpf,665.73,3.35,0,89.66
govt,0.58,0,0,0
hh,30.59,0.01,0,42.23
row,10.98,1.66,0,0
