source,_iv,_mfi,_hh,_row
iv,25.28,4.8,0,74.54
ofi,3.13,0,0,15.11
nfc,1.27,0,0,6.57
mfi,0.59,0,0,6.14
icpf,643.1,3.56,0,89.9
govt,0.7,0,0,0
hh,29,0.01,0,42.71
row,11.17,1.05,0,0
