source,_iv,_mfi,_hh,_row
iv,0,0,0,0.02
ofi,0.02,0,0,0
nfc,0.01,0.01,0,0
mfi,0.01,0,0,0.05
icpf,0.02,0,0,0.96
govt,0,0,0,0
hh,0.05,0.05,0,0.19
row,0.1,0,0,0
