source,_iv,_mfi,_hh,_row
iv,0,0,0,0.02
ofi,0.04,0,0,0
nfc,0.01,0,0,0.02
mfi,0.04,0,0,0.02
icpf,0.06,0,0,1.35
govt,0.03,0,0,0
hh,0.02,0,0,0.21
row,0.16,0,0,0
