source,_iv,_mfi,_hh,_row
iv,0,0,0,0.03
ofi,0.01,0,0,0
nfc,0.01,0,0,0.01
mfi,0.07,0,0,0.05
icpf,0.05,0,0,1.13
govt,0.02,0,0,0
hh,0,0,0,0.22
row,0.13,0.01,0,0
