source,_iv,_mfi,_hh,_row
iv,0,0,0,0.01
ofi,0.01,0,0,0
nfc,0,0.02,0,0.01
mfi,0.01,0,0,0.05
icpf,0.02,0,0,0.9
govt,0,0,0,0
hh,0.04,0.05,0,0.18
row,0.1,0,0,0
