source,_iv,_mfi,_hh,_row
iv,0,0,0,0.01
ofi,0.03,0,0,0
nfc,0,0,0,0.01
mfi,0.04,0,0,0.01
icpf,0.06,0,0,1.06
govt,0.02,0,0,0
hh,0.01,0,0,0.2
row,0.15,0,0,0
