source,_nfc,_iv,_mfi,_ofi,_icpf,_govt,_hh,_row
iv,0.75,0,1.9,0.04,0,2.55,0,3.57
ofi,0,0,0,0,0,0.07,0,0
nfc,0.64,0,6.49,0.04,0,0.17,0,0
mfi,0.21,0,0.97,4.55,0,16.7,0,7.79
icpf,0.34,0,0.76,0,0,1.46,0,0
govt,0,0,0,0,0,0.27,0,0
hh,0.04,0,0.16,0,0,0.06,0,0
row,-0.03,-0.06,6.3,7.96,0,59.37,0,0
