source,_nfc,_iv,_mfi,_ofi,_icpf,_govt,_hh,_row
iv,0.01,0,0,0,0,0,0,0
ofi,1.59,0,0,0.01,0,0.07,1.02,0.1
nfc,1.87,0,0,0.1,0,0.13,0.14,0.74
mfi,8.88,0,0,0.72,0,1.8,7.94,4.01
icpf,0.03,0,0,0,0,0,0.02,0.06
govt,2.4,0,0,0.31,0,0.12,0.12,1.72
hh,0.4,0,0,0.03,0,0.01,0,0
row,6.08,0,7.07,2.18,0.02,1.55,0,0
