source,_nfc,_iv,_mfi,_ofi,_icpf,_govt,_hh,_row
iv,0,0,0,0,0,0,0,0
ofi,24.28,0,0,19.64,0,0.01,0.19,111.61
nfc,25.94,0,0,13.32,0.1,0.9,0,104.74
mfi,35.46,0,0,24.34,3.09,4.5,6.36,25.77
icpf,0.04,0,0,0,1.19,0.04,0.15,-0.45
govt,2.06,0,0,0,0,9.82,0,0.6
hh,0.02,0,0,1.49,0,0,1.12,0
row,96.76,0,37.93,72.85,1.79,0.88,0,0
