source,_nfc,_iv,_mfi,_ofi,_icpf,_govt,_hh,_row
iv,0.06,0,0.64,0.06,0,0.23,0,5.23
ofi,0.02,0,0.01,0.05,0,0,0,0.05
nfc,0.52,0,0.63,0.91,0,0,0,3.98
mfi,0.11,0,1.69,0.1,0,0.23,0,10.17
icpf,0.11,0,0.04,0.11,0,0,0,2.09
govt,0,0,0,0,0,0,0,0.02
hh,0.14,0,1.62,0.57,0,0,0,1.01
row,2.22,0,105.32,3.84,1.56,65.25,0,0
