source,_nfc,_iv,_mfi,_ofi,_icpf,_govt,_hh,_row
iv,0.07,0.03,0,35.47,0,0,0.11,0.51
ofi,23.26,5.29,0,9.51,24.95,0,6.11,458.82
nfc,34.78,0.01,0,9.92,0.05,0,0.52,85.7
mfi,109.71,0.49,0,70.53,1.33,26.43,17.76,212.69
icpf,0.5,0.07,0,13.03,1.3,0,0,13.64
govt,0.12,0,0,0.5,0,36.92,0,0
hh,0,0.02,0,0,0.06,0,0,0
row,112.29,1.49,0,479.53,8.74,0.6,0,0
