source,_nfc,_iv,_mfi,_ofi,_icpf,_govt,_hh,_row
iv,0,4.02,0,0.7,0,0,0,0
ofi,0.31,0,0,1.41,0,0,0.08,26.22
nfc,283.4,0,0,0.56,0,0.01,0,340.13
mfi,151.36,10.76,0,55,59.5,13.28,31.28,77.25
icpf,4.42,0,0,0.25,8.84,0,4.42,-7.03
govt,0.12,0,0,0,0,4.49,0,0
hh,0,0.36,0,1.4,0,0,0,0
row,340.56,1.98,17.79,35.81,1.58,0,0,0
