source,_nfc,_iv,_mfi,_ofi,_icpf,_govt,_hh,_row
iv,0,3.36,0,0.76,0,0,0,0
ofi,0.33,0,0,1.41,0,0,0.08,25.6
nfc,287.17,0,0,0.48,0,0.01,0,346.65
mfi,154.3,11.52,0,39.69,56.71,12.61,32.46,77.33
icpf,4.43,0,0,0.07,8.87,0,4.43,-6.61
govt,0.03,0,0,0,0,8.28,0,0.04
hh,0,0.3,0,1.41,0,0,0,0
row,350.52,1.5,17.04,30.21,1.8,0,0,0
