source,_iv,_mfi,_hh,_row
iv,1407.77,127.39,0,200.4
ofi,314.05,23.78,0,29.52
nfc,351.25,90.67,0,6.14
mfi,264.38,60.05,0,14.07
icpf,2717.63,114.55,0,191.29
govt,187.74,18.84,0,35.91
hh,1983.23,47.95,0,34.61
row,2596.35,607.51,0,0
