source,_iv,_mfi,_hh,_row
iv,1451.49,125.38,0,220.16
ofi,317.73,30.52,0,30.31
nfc,347.26,96.92,0,6.38
mfi,261.15,63.81,0,12.73
icpf,2838.02,102.77,0,202.22
govt,193.75,18.64,0,41.57
hh,1977.77,47.03,0,36.06
row,2663.24,663.5,0,0
