source,_iv,_mfi,_hh,_row
iv,1318.66,143.91,0,184.95
ofi,270.23,17.96,0,50.15
nfc,343.57,99.43,0,6.52
mfi,255.11,49.03,0,15.48
icpf,2515.28,88.96,0,193.42
govt,163.49,17.21,0,34.75
hh,1935.63,58.43,0,35.53
row,2561.77,605.97,0,0
