source,_iv,_mfi,_hh,_row
iv,1302.05,128.53,0,195.04
ofi,288.8,18.12,0,40.64
nfc,337.38,89.79,0,5.95
mfi,250.91,46.75,0,14.74
icpf,2550.24,119.37,0,180.21
govt,175.79,21.02,0,32.62
hh,1908.65,59.56,0,32.2
row,2428.58,556.93,0,0
