source,_iv,_mfi,_hh,_row
iv,1528.95,126.65,0,230.51
ofi,357.47,26,0,15.07
nfc,359.22,117.77,0,7.22
mfi,267.79,64.25,0,14.13
icpf,2899.67,114.95,0,222.69
govt,201.14,21.14,0,43.56
hh,2065.14,42.71,0,36.86
row,2806.75,679.24,0,0
