source,_iv,_mfi,_hh,_row
iv,1041.52,82.22,0,123.09
ofi,191.57,8.09,0,59.48
nfc,307.06,109.79,0,7.01
mfi,238.39,49.63,0,13.78
icpf,2161.95,84.25,0,170.83
govt,151.34,18.78,0,31.98
hh,1564.93,62.76,0,36.25
row,2210.65,471.63,0,0
