source,_nfc,_iv,_mfi,_ofi,_icpf,_govt,_hh,_row
iv,0.49,0.01,0.2,0.04,0,0.58,0,1.58
ofi,6.45,0.05,0.01,0,0.01,0.06,0.34,0.16
nfc,1.38,0.04,0.27,0,0.01,0.61,0,4.34
mfi,90.07,0.77,48,7.1,0.16,28.26,104.91,171.94
icpf,0.1,0.82,0.27,0,0.05,1.94,0.1,8.12
govt,2.75,0.44,8.38,0.02,0,23.79,4.33,0.89
hh,3.62,1.68,1.14,0.19,0.02,0.86,0,12.46
row,30.51,1.58,76.97,0.59,0.01,265.41,0,0
