source,_nfc,_iv,_mfi,_ofi,_icpf,_govt,_hh,_row
iv,0.45,0.01,0.14,0.04,0,0.58,0,1.49
ofi,6.26,0.06,0.01,0.01,0.01,0.08,0.34,0.16
nfc,1.36,0.04,0.27,0,0.01,0.61,0.25,4.21
mfi,89.81,0.76,31.06,6.86,0.16,26.57,103.74,171.64
icpf,0.1,0.78,0.19,0,0.05,2.37,0.09,8.63
govt,2.41,0.43,7.71,0.02,0,24.48,4.19,0.87
hh,3.54,1.51,0.96,0.2,0.02,0.75,0,11.27
row,30.26,1.54,72.42,0.58,0.01,263.5,0,0
