source,_nfc,_iv,_mfi,_ofi,_icpf,_govt,_hh,_row
iv,0,0,0.02,0,0,0.31,0,0.71
ofi,0,0,0,0,0,0.01,0,0.05
nfc,0,0,0.03,0,0,0.19,0,0.58
mfi,0,0,18.84,0,0,7.23,0,75.59
icpf,0.03,0,0.02,0,0.02,0.45,0,6.68
govt,0,0,0.01,0,0,8.1,0,0.84
hh,0,0,0.03,0,0,0.41,0,2.83
row,0.36,0,0.56,0,0,34.28,0,0
