source,_nfc,_iv,_mfi,_ofi,_icpf,_govt,_hh,_row
iv,0,0,0,0,0,0,0,0.02
ofi,0.08,0,0,0,0,0,0.13,0.02
nfc,2.08,0.01,0,0,0,0,0,0.75
mfi,1.19,0,0,0.2,0,0,0.17,0.11
icpf,0,0,0,0,0,0,0,0
govt,0,0,0,0,0,0.01,0,0
hh,0,0,0,0,0,0,0,0
row,0.54,0.02,0,0.05,0.02,0,0,0
