source,_nfc,_iv,_mfi,_ofi,_icpf,_govt,_hh,_row
iv,4.8,0,5.99,1.89,0,3.81,0,10.78
ofi,0.11,0,10.84,0,0,0,0,4.14
nfc,1.12,0,3.31,0,0,0.79,0,5.22
mfi,20.73,0,133.88,47.47,0,19.34,0,174.28
icpf,0.67,0,13.41,0.43,0,0,0,5.82
govt,0.07,0,0.01,0,0,3.66,0,0
hh,0.01,0,0.01,0,0,0,0,9.41
row,9.4,0,63.63,1.13,0,151.86,0,0
