source,_nfc,_iv,_mfi,_ofi,_icpf,_govt,_hh,_row
iv,0.02,0,0,0,0,0,0,0
ofi,0,0,0,0,0,0.22,2.23,0.06
nfc,0,0.01,0,0,0,0,0,0.17
mfi,8.59,0.03,0,1.19,0.02,0.35,6.2,33.62
icpf,0,0,0,0,0,0,0,0.03
govt,0,0,0,0.1,0,0,0,0.55
hh,0,0,0,0,0,0,0,0
row,0.41,0.01,0,0.12,0,5.85,0,0
