source,_nfc,_iv,_mfi,_ofi,_icpf,_govt,_hh,_row
iv,0.79,0,0.07,0.03,0.02,0.02,0,0.56
ofi,0.08,0,0.02,0,0,0.02,0,0.13
nfc,0.06,0,0.04,0.01,0,1.07,0,0
mfi,1.08,0,0.2,1.41,0,1.27,0,3.04
icpf,0.6,0,2.59,0.02,0,0.1,0,0.46
govt,1.07,0,1.83,0.05,0,0.26,0,0.49
hh,0.03,0,0.02,0,0,0,0,0
row,2.61,0,15.85,0,0,2.88,0,0
