Node,Sector,time,Assets,Liabilities
iv,Non-banks,2017-Q4,129.01,131.78
nfc,Real economy,2017-Q4,394.72,672.1
mfi,Banks,2017-Q4,566.23,553.1
ofi,Non-banks,2017-Q4,69.62,75.45
icpf,Non-banks,2017-Q4,78.16,76.79
hh,Real economy,2017-Q4,331.51,163.12
govt,Real economy,2017-Q4,301.93,171.01
row,row,2017-Q4,5000,5000
