source,_iv,_mfi,_hh,_row
iv,13.62,0.35,0,37.3
ofi,0.34,0,0,1.52
nfc,3.83,0,0,7.24
mfi,0.07,0.01,0,0.94
icpf,12.38,0.18,0,33.99
govt,0.59,0,0,0.31
hh,76.04,0,0,102.89
row,34.02,0.31,0,0
