source,_iv,_mfi,_hh,_row
iv,11.58,0.01,0,21.43
ofi,0.38,0,0,0.68
nfc,3.45,0,0,6.93
mfi,0.08,0.01,0,1.08
icpf,9.14,0.21,0,29.43
govt,0.66,0,0,0
hh,54.51,0.32,0,70.6
row,22.43,0.46,0,0
