source,_iv,_mfi,_hh,_row
iv,9.23,0.22,0,31.32
ofi,0.36,0,0,0.97
nfc,3.43,0,0,6.68
mfi,0.09,0.01,0,1.16
icpf,11.51,0.17,0,32.99
govt,0.48,0,0,0.25
hh,63.95,0.21,0,80.96
row,28.6,0.32,0,0
