source,_iv,_mfi,_hh,_row
iv,11.94,1.65,0,38.07
ofi,0.32,0,0,1.72
nfc,3.91,0,0,7.73
mfi,0.06,0.01,0,0.93
icpf,12.87,0.18,0,34.66
govt,0.5,0,0,0.3
hh,75.76,0.31,0,101.51
row,29.75,1.56,0,0
