source,_iv,_mfi,_hh,_row
iv,6.96,0.2,0,28.02
ofi,0.34,0,0,0.86
nfc,3.47,0,0,7.17
mfi,0.08,0.01,0,1.3
icpf,9.92,0.22,0,30.48
govt,0.51,0,0,0.26
hh,62.02,0,0,73.59
row,22.2,0.44,0,0
