source,_iv,_mfi,_hh,_row
iv,17.12,0.82,0,44.42
ofi,0.37,0,0,3.52
nfc,4.17,0.02,0,8.62
mfi,0.06,0.01,0,1.1
icpf,14.5,0.3,0,45.23
govt,1.49,0,0,0.89
hh,86.79,0.02,0,114.2
row,30.27,0.01,0,0
