source,_iv,_mfi,_hh,_row
iv,15.54,1.56,0,47.42
ofi,0.34,0,0,2.52
nfc,4.68,0.02,0,9.22
mfi,0.07,0.01,0,0.76
icpf,14.48,0.31,0,46.21
govt,1.54,0,0,0.84
hh,89.65,0.23,0,117.22
row,32.95,0.29,0,0
