source,_nfc,_iv,_mfi,_ofi,_icpf,_govt,_hh,_row
iv,3.67,0,1.38,0.16,0.38,0,0,25.29
ofi,14.41,0,5.18,0.02,1.44,0,0,9.87
nfc,65.84,0,34.29,3.28,7.59,0,0,17.46
mfi,15.16,0,12.07,0.89,2.06,0,0,4.21
icpf,9.89,0,4.24,0.51,2.58,0,0,18.17
govt,11.54,0,4.33,0.52,1.2,0,0,7.3
hh,55.51,0,20.85,2.5,5.79,0,0,25.95
row,192.31,0,55.99,8.7,17.36,0,0,0
