source,_nfc,_iv,_mfi,_ofi,_icpf,_govt,_hh,_row
iv,5.31,0,0.02,0.43,0,0,0,27.7
ofi,6,0,0.1,0.16,0,0,0,10.23
nfc,9.22,0,0.12,0.43,0,0,0,1.11
mfi,1.65,0,0.01,0.32,0,0,0,1.3
icpf,1.22,0,0.02,0.25,0,0,0,1.21
govt,28.12,0,0.09,5.65,0,0,0,18.49
hh,31.44,0,0.52,3.69,0,0,0,6.17
row,72.89,0,0.03,16.43,0,0,0,0
