source,_nfc,_iv,_mfi,_ofi,_icpf,_govt,_hh,_row
iv,4.71,26.03,5.58,0.18,0.31,6.52,0,118.3
ofi,12.2,14.16,7.3,1.49,3.52,0.14,0.14,19.39
nfc,84.24,8.79,3.89,2.29,0.08,0.23,0.09,67.64
mfi,150.12,7.81,23.89,20.33,0.77,82.04,157.34,175.07
icpf,4.62,45.28,9.33,0.6,3.47,6.04,0.16,46.01
govt,16.82,8.99,2.63,0.75,0.06,46.34,21.19,13.96
hh,11.53,43.06,21.88,6.35,0.46,1.14,0,33.27
row,113.13,19.29,93.68,22.05,3.2,234.33,0,0
