source,_iv,_mfi,_hh,_row
iv,15.38,0.5,0,10.05
ofi,1.4,0.02,0,0.78
nfc,5.33,0.14,0,0.74
mfi,0.84,0.02,0,1.12
icpf,25.16,1.12,0,10.09
govt,10.9,0.62,0,72
hh,22.64,0.55,0,3.37
row,18.77,0.07,0,0
