source,_iv,_mfi,_hh,_row
iv,17.59,0.66,0,13.85
ofi,1.7,0.03,0,0.9
nfc,7.93,0.47,0,1.69
mfi,0.91,0.01,0,0.84
icpf,28.96,0.96,0,11.41
govt,11.86,0.62,0,87.03
hh,27.05,0.53,0,4.07
row,24.8,0.05,0,0
